schema,table,column,comment,col_seq,table_comment
cs,tb_bp_threshold,last_achrg_rs_cd,최종자동충전결과코드,6,
cs,tb_bp_threshold,achrg_pmnt_type_cd,자동충전지불유형코드,7,
cs,tb_bp_threshold,achrg_amt,자동충전금액,8,
cs,tb_bp_threshold,achrg_plan_act_st_cd,자동충전계획활성상태코드,9,
cs,tb_bp_threshold,cri_lwtlm_amt,하한설정금액,10,
cs,tb_bp_threshold,achrg_type_cd,자동충전유형코드,11,
cs,tb_bp_threshold,mbr_id,회원ID,12,
cs,tb_bp_threshold,achrg_trgt_crd_par_no,자동충전대상카드PAR번호,13,
cs,tb_bp_threshold,eu_acn_bank_cd,전용계좌은행코드,14,
cs,tb_bp_threshold,hdfs_upd_dttm,하둡변경일시,15,
cs,tb_charge,chrg_sno,충전일련번호,1,
cs,tb_charge,chrg_tr_prcs_dv_cd,충전거래처리구분코드,2,
cs,tb_charge,mbr_id,회원ID,3,
cs,tb_charge,tran_id,트랜잭션ID,4,
cs,tb_charge,chrg_tr_st_cd,충전거래상태코드,5,
cs,tb_charge,chrg_dv_cd,충전구분코드,6,
cs,tb_charge,chrg_mhd_dv_cd,충전방식구분코드,7,
cs,tb_charge,apv_nt_type_cd,승인망유형코드,8,
cs,tb_charge,chrg_type_cd,충전유형코드,9,
cs,tb_charge,chrg_type_cn,충전유형내용,10,
cs,tb_charge,chrg_type_dtl_cn,충전유형상세내용,11,
cs,tb_charge,crd_chrg_amt,카드충전금액,12,
cs,tb_charge,ral_cust_bu_chrg_amt,실고객부담충전금액,13,
cs,tb_charge,chrg_amt_subt_crd_par_no,충전금액차감카드PAR번호,14,
cs,tb_charge,crd_svc_id,카드서비스ID,15,
cs,tb_charge,chrg_par_no,충전PAR번호,16,
cs,tb_charge,chrg_crd_svc_id,충전카드서비스ID,17,
cs,tb_charge,chrg_amt_dtl_cn,충전금액상세내용,18,
cs,tb_charge,err_rsp_cd,오류응답코드,19,
cs,tb_charge,err_msg_cn,오류메시지내용,20,
cs,tb_charge,cur_type_cd,통화유형코드,21,
cs,tb_charge,cplt_dtl_dttm,완료상세일시,22,
cs,tb_charge,sys_cre_dttm,시스템생성일시,23,
cs,tb_charge,sys_upd_dttm,시스템수정일시,24,
cs,tb_charge,bndl_crd_buy_rep_svc_id,번들카드구매대표서비스ID,25,
cs,tb_charge,org_tran_id,원트랜잭션ID,26,
cs,tb_charge,rqs_amt,요청금액,27,
cs,tb_charge,pnt,포인트,28,
cs,tb_charge,bnf_plcy_nm,혜택정책명,29,
cs,tb_charge,afc_tr_no,제휴사거래번호,30,
cs,tb_charge,cncl_st_cd,취소상태코드,31,
cs,tb_charge,nr_no,NR번호,32,
cs,tb_charge,rqs_copt_cd,요청컴포넌트코드,33,
cs,tb_charge,chrg_tr_type_cd,충전거래유형코드,34,
cs,tb_charge,chrg_rqs_dt,충전요청일자,35,
cs,tb_charge,mc_id,가맹점ID,36,
cs,tb_charge,rqs_asp_id,요청ASP_ID,37,
cs,tb_charge,rqs_mbr_id,요청회원ID,38,
cs,tb_charge,hdfs_upd_dttm,하둡변경일시,39,
cs,tb_pg_kibnet,cocn_defray_sno,쿠콘출금일련번호,1,
cs,tb_pg_kibnet,sys_cre_dttm,시스템생성일시,2,
cs,tb_pg_kibnet,sys_upd_dttm,시스템수정일시,3,
cs,tb_pg_kibnet,cocn_rsp_cd,쿠콘응답코드,4,
cs,tb_pg_kibnet,cocn_rsp_msg_cn,쿠콘응답메시지내용,5,
cs,tb_pg_kibnet,tr_sno,거래일련번호,6,
cs,tb_pg_kibnet,tran_id,트랜잭션ID,7,
cs,tb_pg_kibnet,bank_nm,은행명,8,
cs,tb_pg_kibnet,bank_cd,은행코드,9,
cs,tb_pg_kibnet,asp_id,ASP_ID,10,
cs,tb_pg_kibnet,cocn_dsn_cd,쿠콘지정코드,11,
cs,tb_pg_kibnet,cre_type_cd,생성유형코드,12,
cs,tb_pg_kibnet,defray_tsfr_use_macn_bank_cd,출금이체사용모계좌은행코드,13,
cs,tb_pg_kibnet,hdfs_upd_dttm,하둡변경일시,14,
cs,tb_pg_kibnet_auth_krw,cocn_krw1_autht_sno,쿠콘1원인증일련번호,1,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,sys_cre_dttm,시스템생성일시,2,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,sys_upd_dttm,시스템수정일시,3,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,mbr_id,회원ID,4,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,api_nm,API명,5,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,asp_id,ASP_ID,6,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,tran_id,트랜잭션ID,7,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,org_ogn_cd,원기관코드,8,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,krw1_tsfr_rqs_dttm,1원이체요청일시,9,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,cocn_tr_no,쿠콘거래번호,10,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,krw1_autht_rqs_bank_cd,1원인증요청은행코드,11,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,krw1_autht_type_cd,1원인증유형코드,12,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,autht_no_lnth,인증번호길이,13,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,autht_phr_cn,인증문구내용,14,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,krw1_tsfr_tr_dt,1원이체거래일자,15,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,krw1_tsfr_tr_ti,1원이체거래시각,16,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,cocn_rsp_krw1_tsfr_tr_no,쿠콘응답1원이체거래번호,17,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,cocn_rsp_autht_no_lnth,쿠콘응답인증번호길이,18,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,rqs_vrfc_tr_dt,요청검증거래일자,19,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,rqs_vrfc_tr_no,요청검증거래번호,20,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,rqs_vrfc_no,요청검증번호,21,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,cocn_rsp_vrfc_tr_dt,쿠콘응답검증거래일자,22,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,cocn_rsp_vrfc_tr_no,쿠콘응답검증거래번호,23,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,rsp_vrfc_no,응답검증번호,24,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,cocn_rsp_dttm,쿠콘응답일시,25,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,cocn_rsp_cd,쿠콘응답코드,26,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,err_rsp_cd,오류응답코드,27,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,hdfs_upd_dttm,하둡변경일시,28,쿠콘1원인증
cs,tb_pg_kibnet_auth_krw,pt_sys_cre_dttm,,29,쿠콘1원인증
cs,tb_pg_kibnet_va,cocn_ars_autht_sno,쿠콘ARS인증일련번호,1,쿠콘ARS인증
cs,tb_pg_kibnet_va,sys_cre_dttm,시스템생성일시,2,쿠콘ARS인증
cs,tb_pg_kibnet_va,sys_upd_dttm,시스템수정일시,3,쿠콘ARS인증
cs,tb_pg_kibnet_va,spps_rs_cd,부가서비스결과코드,4,쿠콘ARS인증
cs,tb_pg_kibnet_va,kn_dlvy_tr_gmno,코나전달거래전문번호,5,쿠콘ARS인증
cs,tb_pg_kibnet_va,cocn_dlvy_tr_no,쿠콘전달거래번호,6,쿠콘ARS인증
cs,tb_pg_kibnet_va,spps_type_cd,부가서비스유형코드,7,쿠콘ARS인증
cs,tb_pg_kibnet_va,mbr_id,회원ID,8,쿠콘ARS인증
cs,tb_pg_kibnet_va,asp_id,ASP_ID,9,쿠콘ARS인증
cs,tb_pg_kibnet_va,org_ogn_cd,원기관코드,10,쿠콘ARS인증
cs,tb_pg_kibnet_va,bank_cd,은행코드,11,쿠콘ARS인증
cs,tb_pg_kibnet_va,tran_id,트랜잭션ID,12,쿠콘ARS인증
cs,tb_pg_kibnet_va,bank_acn_rgno,은행계좌등록번호,13,쿠콘ARS인증
cs,tb_pg_kibnet_va,hdfs_upd_dttm,하둡변경일시,14,쿠콘ARS인증
cs,tb_pg_ob_withdraw,opbk_defray_sno,오픈뱅킹출금일련번호,1,
cs,tb_pg_ob_withdraw,sys_cre_dttm,시스템생성일시,2,
cs,tb_pg_ob_withdraw,sys_upd_dttm,시스템수정일시,3,
cs,tb_pg_ob_withdraw,asp_id,ASP_ID,4,
cs,tb_pg_ob_withdraw,tran_id,트랜잭션ID,5,
cs,tb_pg_ob_withdraw,rqs_bank_tr_id,요청은행거래ID,6,
cs,tb_pg_ob_withdraw,macn_type_cd,모계좌유형코드,7,
cs,tb_pg_ob_withdraw,rqs_defray_bank_cd,요청출금은행코드,8,
cs,tb_pg_ob_withdraw,ogn_cd,기관코드,9,
cs,tb_pg_ob_withdraw,rqs_amt,요청금액,10,
cs,tb_pg_ob_withdraw,rqs_tr_dttm,요청거래일시,11,
cs,tb_pg_ob_withdraw,mbr_id,회원ID,12,
cs,tb_pg_ob_withdraw,user_no,사용자번호,13,
cs,tb_pg_ob_withdraw,lwr_mc_nm,하위가맹점명,14,
cs,tb_pg_ob_withdraw,lwr_mc_asp_id,하위가맹점ASP_ID,15,
cs,tb_pg_ob_withdraw,lwr_mc_bzno,하위가맹점사업자등록번호,16,
cs,tb_pg_ob_withdraw,trmsr_bank_cd,송신자은행코드,17,
cs,tb_pg_ob_withdraw,defray_purp_cd,출금목적코드,18,
cs,tb_pg_ob_withdraw,api_tr_id,API거래ID,19,
cs,tb_pg_ob_withdraw,api_tr_dttm,API거래일시,20,
cs,tb_pg_ob_withdraw,api_rsp_cd,API응답코드,21,
cs,tb_pg_ob_withdraw,api_rsp_msg_cn,API응답메시지내용,22,
cs,tb_pg_ob_withdraw,deps_std_bank_cd,입금표준은행코드,23,
cs,tb_pg_ob_withdraw,deps_bank_brch_cd,입금은행지점코드,24,
cs,tb_pg_ob_withdraw,dpsts_bank_nm,예치금은행명,25,
cs,tb_pg_ob_withdraw,deps_cn,입금내용,26,
cs,tb_pg_ob_withdraw,defray_std_bank_cd,출금표준은행코드,27,
cs,tb_pg_ob_withdraw,defray_bank_brch_cd,출금은행지점코드,28,
cs,tb_pg_ob_withdraw,defray_bank_nm,출금은행명,29,
cs,tb_pg_ob_withdraw,defray_cn,출금내용,30,
cs,tb_pg_ob_withdraw,bank_tr_id,은행거래ID,31,
cs,tb_pg_ob_withdraw,bank_tr_dt,은행거래일자,32,
cs,tb_pg_ob_withdraw,tr_bank_cd,거래은행코드,33,
cs,tb_pg_ob_withdraw,bank_tr_rsp_cd,은행거래응답코드,34,
cs,tb_pg_ob_withdraw,bank_tr_rsp_msg_cn,은행거래응답메시지내용,35,
cs,tb_pg_ob_withdraw,tr_amt,거래금액,36,
cs,tb_pg_ob_withdraw,res_lmt_amt,잔여한도금액,37,
cs,tb_pg_ob_withdraw,err_rsp_cd,오류응답코드,38,
cs,tb_pg_ob_withdraw,rsp_msg_cn,응답메시지내용,39,
cs,tb_pg_ob_withdraw,macn_bank_cd,모계좌은행코드,40,
cs,tb_pg_ob_withdraw,hdfs_upd_dttm,하둡변경일시,41,
cs,tb_policy,id,ID,1,
cs,tb_policy,sys_cre_dttm,시스템생성일시,2,
cs,tb_policy,sys_upd_dttm,시스템수정일시,3,
cs,tb_policy,chrg_tr_mhd_cd,충전거래방식코드,4,
cs,tb_policy,ptm_vldn_dv_cd,시점확인구분코드,5,
cs,tb_policy,rlv_val,해당값,6,
cs,tb_policy,hdfs_upd_dttm,하둡변경일시,7,
cti,consult,id,ID,1,상담원 상담 내역
cti,consult,idx,IDX,2,상담원 상담 내역
cti,consult,contact_id,Contact ID,3,상담원 상담 내역
cti,consult,asp_id,ASP_ID,4,상담원 상담 내역
cti,consult,asp_nm,ASP명,5,상담원 상담 내역
cti,consult,voc_type_nm,VOC유형,6,상담원 상담 내역
cti,consult,main_category_nm,대분류,7,상담원 상담 내역
cti,consult,middle_category_nm,중분류,8,상담원 상담 내역
cti,consult,small_category_nm,소분류,9,상담원 상담 내역
cti,consult,is_dirty_voc,강성VOC여부,10,상담원 상담 내역
cti,consult,process_result_nm,처리결과,11,상담원 상담 내역
cti,consult,reg_dt,OracleDB등록일자,12,상담원 상담 내역
cti,consult,upt_dt,OracleDB수정일자,13,상담원 상담 내역
cti,consult,created_at,AWS데이터생성일자,14,상담원 상담 내역
cti,consult,updated_at,AWS데이터수정일자,15,상담원 상담 내역
cti,consult,hdfs_upd_dttm,하둡변경일시,16,상담원 상담 내역
cti,contact,id,ID,1,ARS로 인입된 콜 정보
cti,contact,contact_id,Contact ID,2,ARS로 인입된 콜 정보
cti,contact,prev_contact_id,콜백체인이전Contact ID,3,ARS로 인입된 콜 정보
cti,contact,next_contact_id,콜백체인다음Contact ID,4,ARS로 인입된 콜 정보
cti,contact,initial_contact_id,콜백체인시작ContactID,5,ARS로 인입된 콜 정보
cti,contact,asp_id,ASP_ID,6,ARS로 인입된 콜 정보
cti,contact,asp_name,ASP_명,7,ARS로 인입된 콜 정보
cti,contact,method,전화방식,8,ARS로 인입된 콜 정보
cti,contact,connected_at,전화연결시간,9,ARS로 인입된 콜 정보
cti,contact,queue_id,대기열ID,10,ARS로 인입된 콜 정보
cti,contact,queue_name,대기열이름,11,ARS로 인입된 콜 정보
cti,contact,enqueue_at,대기열진입시간,12,ARS로 인입된 콜 정보
cti,contact,callback_at,콜백남긴시간,13,ARS로 인입된 콜 정보
cti,contact,callback_canceled_at,콜백자동취소시간,14,ARS로 인입된 콜 정보
cti,contact,callback_sent_at,,15,ARS로 인입된 콜 정보
cti,contact,callback_expired_at,,16,ARS로 인입된 콜 정보
cti,contact,dequeue_at,대기열이탈시간,17,ARS로 인입된 콜 정보
cti,contact,agent_connected_at,상담원연결시간,18,ARS로 인입된 콜 정보
cti,contact,disconnected_at,연결종료시간,19,ARS로 인입된 콜 정보
cti,contact,disconnect_reason,연결종료사유,20,ARS로 인입된 콜 정보
cti,contact,after_contact_work_start_at,후처리작업시작시간,21,ARS로 인입된 콜 정보
cti,contact,after_contact_work_end_at,후처리작업종료시간,22,ARS로 인입된 콜 정보
cti,contact,depth_1,ARS경로1,23,ARS로 인입된 콜 정보
cti,contact,depth_2,ARS경로2,24,ARS로 인입된 콜 정보
cti,contact,depth_3,ARS경로3,25,ARS로 인입된 콜 정보
cti,contact,birth,생년월일,26,ARS로 인입된 콜 정보
cti,contact,user_id,회원ID,27,ARS로 인입된 콜 정보
cti,contact,created_at,AWS데이터생성일자,28,ARS로 인입된 콜 정보
cti,contact,updated_at,AWS데이터수정일자,29,ARS로 인입된 콜 정보
cti,contact,hdfs_upd_dttm,하둡변경일시,30,ARS로 인입된 콜 정보
cti,contact,agent_id,상담원ID,31,ARS로 인입된 콜 정보
cvs,cert_verification_info,rnm_autht_sno,실명인증일련번호,1,신분증인증정보테이블
cvs,cert_verification_info,sys_cre_dttm,시스템생성일자,2,신분증인증정보테이블
cvs,cert_verification_info,mbr_id,회원ID,3,신분증인증정보테이블
cvs,cert_verification_info,rqs_copt_nm,요청컴포넌트명,4,신분증인증정보테이블
cvs,cert_verification_info,rqs_chnl_cd,요청채널코드,5,신분증인증정보테이블
cvs,cert_verification_info,rnm_autht_mhd_cd,실명인증방식코드,6,신분증인증정보테이블
cvs,cert_verification_info,isu_dt,발급일자,7,신분증인증정보테이블
cvs,cert_verification_info,isu_ogn_nm,발급기관명,8,신분증인증정보테이블
cvs,cert_verification_info,sys_upd_dttm,시스템수정일자,9,신분증인증정보테이블
cvs,cert_verification_info,rcnt_info_yn,최근정보여부,10,신분증인증정보테이블
cvs,cert_verification_info,rnm_autht_st_cd,실명인증상태코드,11,신분증인증정보테이블
cvs,cert_verification_info,hdfs_upd_dttm,하둡변경일시,12,신분증인증정보테이블
dap,dap_crtv,crtv_id,소재식별키,1,
dap,dap_crtv,sys_cre_dttm,시스템생성일시,2,
dap,dap_crtv,tid,TID,3,
dap,dap_crtv,sys_upd_dttm,시스템수정일시,4,
dap,dap_crtv,cre_dt,생성일자,5,
dap,dap_crtv,advts_bztp_nm,소재를등록한광고주의업종,6,
dap,dap_crtv,advts_id,소재를등록한광고주ID,7,
dap,dap_crtv,advts_nm,소재를등록한광고주명,8,
dap,dap_crtv,asp_id,ASP_ID,9,
dap,dap_crtv,crtv_emps_yn,소재강조여부,10,
dap,dap_crtv,crtv_emps_day_array,소재가강조된요일배열,11,
dap,dap_crtv,crtv_exps_tmcnt,소재노출횟수,12,
dap,dap_crtv,crtv_exps_yn,소재노출여부,13,
dap,dap_crtv,crtv_trgt_age_array,소재노출대상연령배열,14,
dap,dap_crtv,crtv_trgt_os_dv_cd,소재노출대상기기OS,15,
dap,dap_crtv,crtv_trgt_sex_dv_cd,소재노출대상성별,16,
dap,dap_crtv,crtv_exps_strt_dttm,소재노출시작일시,17,
dap,dap_crtv,crtv_exps_strt_dt,소재노출시작일자,18,
dap,dap_crtv,crtv_exps_end_dttm,소재노출종료일시,19,
dap,dap_crtv,crtv_exps_end_dt,소재노출종료일자,20,
dap,dap_crtv,crtv_file_url,소재로등록된파일저장URL,21,
dap,dap_crtv,crtv_file_vtc_lnth,소재로등록된파일세로길이,22,
dap,dap_crtv,crtv_file_widt_lnth,소재로등록된파일가로길이,23,
dap,dap_crtv,crtv_xp_cd,소재비용부과종류,24,
dap,dap_crtv,invtr_exps_dv_cd,소재가등록된구좌의노출타입,25,
dap,dap_crtv,invtr_id,소재가등록된구좌ID,26,
dap,dap_crtv,invtr_nm,소재가등록된구좌의이름,27,
dap,dap_crtv,ka_id,KA_ID,28,
dap,dap_crtv,crtv_lk_dv_cd,소재에연결된링크종류,29,
dap,dap_crtv,crtv_lk_url,소재에연결된링크URL,30,
dap,dap_crtv,crtv_nm,소재명,31,
dap,dap_crtv,crtv_chgn_dv_cd,소재과금종류,32,
dap,dap_crtv,crtv_st_dv_cd,소재노출상태,33,
dap,dap_crtv,hdfs_upd_dttm,하둡변경일시,34,
dap,dap_crtv_aud,crtv_id,소재식별키,1,
dap,dap_crtv_aud,rev,REV,2,
dap,dap_crtv_aud,revtype,REVTYPE,3,
dap,dap_crtv_aud,sys_cre_dttm,시스템생성일시,4,
dap,dap_crtv_aud,tid,TID,5,
dap,dap_crtv_aud,sys_upd_dttm,시스템수정일시,6,
dap,dap_crtv_aud,cre_dt,생성일자,7,
dap,dap_crtv_aud,advts_bztp_nm,소재를등록한광고주의업종,8,
dap,dap_crtv_aud,advts_id,소재를등록한광고주ID,9,
dap,dap_crtv_aud,advts_nm,소재를등록한광고주명,10,
dap,dap_crtv_aud,asp_id,ASP_ID,11,
dap,dap_crtv_aud,crtv_emps_yn,소재강조여부,12,
dap,dap_crtv_aud,crtv_emps_day_array,소재가강조된요일배열,13,
dap,dap_crtv_aud,crtv_exps_tmcnt,소재노출횟수,14,
dap,dap_crtv_aud,crtv_exps_yn,소재노출여부,15,
dap,dap_crtv_aud,crtv_trgt_age_array,소재노출대상연령배열,16,
dap,dap_crtv_aud,crtv_trgt_os_dv_cd,소재노출대상기기OS,17,
dap,dap_crtv_aud,crtv_trgt_sex_dv_cd,소재노출대상성별,18,
dap,dap_crtv_aud,crtv_exps_strt_dttm,소재노출시작일시,19,
dap,dap_crtv_aud,crtv_exps_strt_dt,소재노출시작일자,20,
dap,dap_crtv_aud,crtv_exps_end_dttm,소재노출종료일시,21,
dap,dap_crtv_aud,crtv_exps_end_dt,소재노출종료일자,22,
dap,dap_crtv_aud,crtv_file_url,소재로등록된파일저장URL,23,
dap,dap_crtv_aud,crtv_file_vtc_lnth,소재로등록된파일세로길이,24,
dap,dap_crtv_aud,crtv_file_widt_lnth,소재로등록된파일가로길이,25,
dap,dap_crtv_aud,crtv_xp_cd,소재비용부과종류,26,
dap,dap_crtv_aud,invtr_exps_dv_cd,소재가등록된구좌의노출타입,27,
dap,dap_crtv_aud,invtr_id,소재가등록된구좌ID,28,
dap,dap_crtv_aud,invtr_nm,소재가등록된구좌의이름,29,
dap,dap_crtv_aud,ka_id,KA_ID,30,
dap,dap_crtv_aud,crtv_lk_dv_cd,소재에연결된링크종류,31,
dap,dap_crtv_aud,crtv_lk_url,소재에연결된링크URL,32,
dap,dap_crtv_aud,crtv_nm,소재명,33,
dap,dap_crtv_aud,crtv_chgn_dv_cd,소재과금종류,34,
dap,dap_crtv_aud,crtv_st_dv_cd,소재노출상태,35,
dap,dap_crtv_aud,hdfs_upd_dttm,하둡변경일시,36,
dap,dap_invtr,invtr_id,구좌식별키,1,
dap,dap_invtr,sys_cre_dttm,시스템생성일시,2,
dap,dap_invtr,tid,TID,3,
dap,dap_invtr,sys_upd_dttm,시스템수정일시,4,
dap,dap_invtr,cre_dt,생성일자,5,
dap,dap_invtr,asp_id,ASP_ID,6,
dap,dap_invtr,invtr_exps_dv_cd,구좌노출코드,7,
dap,dap_invtr,ka_id,KA_ID,8,
dap,dap_invtr,invtr_nm,구좌명,9,
dap,dap_invtr,invtr_reg_psbl_owr_dv_cd,구좌에소재를등록할수있는주체코드,10,
dap,dap_invtr,invtr_prvw_img_nm,구좌의위치미리보기이미지명,11,
dap,dap_invtr,invtr_prvw_img_url,구좌의위치미리보기이미지가저장된URL주소,12,
dap,dap_invtr,crtv_file_widt_lnth,구좌이미지파일가로길이제한,13,
dap,dap_invtr,crtv_file_vtc_lnth,구좌이미지파일세로길이제한,14,
dap,dap_invtr,file_siz,구좌이미지용량제한,15,
dap,dap_invtr,hdfs_upd_dttm,하둡변경일시,16,
dap,dap_mbr_aph_crtv_agg,mbr_aph_crtv_agg_id,회원접근소재집계ID,1,
dap,dap_mbr_aph_crtv_agg,day_cd,요일코드,2,
dap,dap_mbr_aph_crtv_agg,crtv_aph_dt,소재접근일자,3,
dap,dap_mbr_aph_crtv_agg,crtv_aph_ymdh,소재접근년월일시,4,
dap,dap_mbr_aph_crtv_agg,crtv_aph_dv_cd,소재접근구분코드,5,
dap,dap_mbr_aph_crtv_agg,tcnt,총건수,6,
dap,dap_mbr_aph_crtv_agg,crtv_id,소재ID,7,
dap,dap_mbr_aph_crtv_agg,incmn_ka_id,인입KA_ID,8,
dap,dap_mbr_aph_crtv_agg,crtv_rev,소재REV,9,
dap,dap_mbr_aph_crtv_agg,fage,만연령,10,
dap,dap_mbr_aph_crtv_agg,sex_dv_cd,성별구분코드,11,
dap,dap_mbr_aph_crtv_agg,sys_cre_dttm,시스템생성일시,12,
dap,dap_mbr_aph_crtv_agg,sys_upd_dttm,시스템수정일시,13,
dap,dap_mbr_aph_crtv_agg,hdfs_upd_dttm,하둡변경일시,14,
dap,dap_mbr_aph_crtv_agg,pt_crtv_aph_dt,,15,
dap,dap_mbr_aph_hist,mbr_aph_hist_id,회원접근이력ID,1,회원접근이력
dap,dap_mbr_aph_hist,advts_bztp_nm,광고주업종명,2,회원접근이력
dap,dap_mbr_aph_hist,asp_id,ASP_ID,3,회원접근이력
dap,dap_mbr_aph_hist,crtv_id,소재ID,4,회원접근이력
dap,dap_mbr_aph_hist,crtv_exps_strt_dttm,소재노출시작일시,5,회원접근이력
dap,dap_mbr_aph_hist,crtv_exps_strt_dt,소재노출시작일자,6,회원접근이력
dap,dap_mbr_aph_hist,crtv_exps_end_dttm,소재노출종료일시,7,회원접근이력
dap,dap_mbr_aph_hist,crtv_exps_end_dt,소재노출종료일자,8,회원접근이력
dap,dap_mbr_aph_hist,invtr_exps_dv_cd,구좌노출구분코드,9,회원접근이력
dap,dap_mbr_aph_hist,crtv_xp_cd,소재비용코드,10,회원접근이력
dap,dap_mbr_aph_hist,invtr_nm,구좌명,11,회원접근이력
dap,dap_mbr_aph_hist,ka_id,KA_ID,12,회원접근이력
dap,dap_mbr_aph_hist,crtv_nm,소재명,13,회원접근이력
dap,dap_mbr_aph_hist,crtv_st_dv_cd,소재상태구분코드,14,회원접근이력
dap,dap_mbr_aph_hist,crtv_aph_dttm,소재접근일시,15,회원접근이력
dap,dap_mbr_aph_hist,day_cd,요일코드,16,회원접근이력
dap,dap_mbr_aph_hist,crtv_aph_dt,소재접근일자,17,회원접근이력
dap,dap_mbr_aph_hist,crtv_aph_dv_cd,소재접근구분코드,18,회원접근이력
dap,dap_mbr_aph_hist,fage,만연령,19,회원접근이력
dap,dap_mbr_aph_hist,sex_dv_cd,성별구분코드,20,회원접근이력
dap,dap_mbr_aph_hist,mbr_id,회원ID,21,회원접근이력
dap,dap_mbr_aph_hist,incmn_ka_id,인입KA_ID,22,회원접근이력
dap,dap_mbr_aph_hist,os_dv_cd,OS구분코드,23,회원접근이력
dap,dap_mbr_aph_hist,crtv_lk_dv_cd,소재링크구분코드,24,회원접근이력
dap,dap_mbr_aph_hist,crtv_rev,소재REV,25,회원접근이력
dap,dap_mbr_aph_hist,hdfs_upd_dttm,하둡변경일시,26,회원접근이력
dap,dap_mbr_aph_hist,pt_crtv_aph_dt,,27,회원접근이력
default,audit_impala,repotype,,1,impala조회로그
default,audit_impala,repo,,2,impala조회로그
default,audit_impala,requser,,3,impala조회로그
default,audit_impala,evttime,,4,impala조회로그
default,audit_impala,access,,5,impala조회로그
default,audit_impala,resource,,6,impala조회로그
default,audit_impala,restype,,7,impala조회로그
default,audit_impala,action,,8,impala조회로그
default,audit_impala,result,,9,impala조회로그
default,audit_impala,agent,,10,impala조회로그
default,audit_impala,policy,,11,impala조회로그
default,audit_impala,enforcer,,12,impala조회로그
default,audit_impala,cliip,,13,impala조회로그
default,audit_impala,reqdata,,14,impala조회로그
default,audit_impala,agenthost,,15,impala조회로그
default,audit_impala,logtype,,16,impala조회로그
default,audit_impala,id,,17,impala조회로그
default,audit_impala,seq_num,,18,impala조회로그
default,audit_impala,event_count,,19,impala조회로그
default,audit_impala,event_dur_ms,,20,impala조회로그
default,audit_impala,tags,,21,impala조회로그
default,audit_impala,cluster_name,,22,impala조회로그
default,audit_impala,policy_version,,23,impala조회로그
default,audit_impala,hdfs_upd_dttm,하둡변경일시,24,impala조회로그
default,audit_impala,pt_evttime_yyyymm,,25,impala조회로그
dm,ias_benefit_tran,apv_dt,승인일자,1,
dm,ias_benefit_tran,nr_no,NR번호,2,
dm,ias_benefit_tran,par_no,PAR번호,3,
dm,ias_benefit_tran,bnf_prity,혜택우선순위,4,
dm,ias_benefit_tran,dc_type_cd,할인유형코드,5,
dm,ias_benefit_tran,sub_dc_type_cd,세부할인유형코드,6,
dm,ias_benefit_tran,dc_bnf_id,할인혜택ID,7,
dm,ias_benefit_tran,pnt_plcy_id,포인트정책ID,8,
dm,ias_benefit_tran,pnt_plcy_type_cd,포인트정책유형코드,9,
dm,ias_benefit_tran,cpn_id,쿠폰ID,10,
dm,ias_benefit_tran,dc_cpn_no,할인쿠폰번호,11,
dm,ias_benefit_tran,org_tr_amt,원거래금액,12,
dm,ias_benefit_tran,dc_amt,할인금액,13,
dm,ias_benefit_tran,dcrt,할인율,14,
dm,ias_benefit_tran,user_pnt_rv_amt,사용자포인트적립금액,15,
dm,ias_benefit_tran,crd_pnt_rv_amt,카드포인트적립금액,16,
dm,ias_benefit_tran,prop_dc_amt,적정할인금액,17,
dm,ias_benefit_tran,org_dcrt,원할인율,18,
dm,ias_benefit_tran,dc_con_id,할인계약ID,19,
dm,ias_benefit_tran,acum_amt_incl_yn,누적금액포함여부,20,
dm,ias_benefit_tran,pnt_dv_cd,포인트구분코드,21,
dm,ias_benefit_tran,dc_buamt,할인부담금,22,
