component,table,column,data_type,column_desc,table_desc,is_pii
IAS,IAS_REFUND,EXPIRE_DATE,TIMESTAMP,EXPIRE_DATE 항목,IAS_REFUND 테이블,N
IAS,IAS_REFUND,CARD_SVC_ID,VARCHAR,CARD_SVC_ID (식별자),IAS_REFUND 테이블,N
IAS,IAS_REFUND,ISSUER_ID,VARCHAR,ISSUER_ID (식별자),IAS_REFUND 테이블,N
IAS,IAS_REFUND,REQ_DT,TIMESTAMP,REQ_DT (일자),IAS_REFUND 테이블,N
IAS,IAS_REFUND,REFUND_RESULT,VARCHAR,REFUND_RESULT 항목,IAS_REFUND 테이블,N
IAS,IAS_REFUND,BAL,VARCHAR,BAL 항목,IAS_REFUND 테이블,N
IAS,IAS_REFUND,REFUND_BAL,VARCHAR,REFUND_BAL 항목,IAS_REFUND 테이블,N
IAS,IAS_REFUND,TR_DATE,TIMESTAMP,TR_DATE 항목,IAS_REFUND 테이블,N
IAS,IAS_REFUND,BANK_CD,VARCHAR,BANK_CD (코드),IAS_REFUND 테이블,N
IAS,IAS_REFUND,BANK_ERROR_CD,VARCHAR,BANK_ERROR_CD (코드),IAS_REFUND 테이블,N
IAS,IAS_REFUND,CLEAR_DATE,TIMESTAMP,CLEAR_DATE 항목,IAS_REFUND 테이블,N
IAS,IAS_REFUND,SETTLE_DATE,TIMESTAMP,SETTLE_DATE 항목,IAS_REFUND 테이블,N
IAS,IAS_REFUND,USER_ID,VARCHAR,USER_ID (식별자),IAS_REFUND 테이블,N
IAS,IAS_REFUND,EXPIRE_YEAR,VARCHAR,EXPIRE_YEAR 항목,IAS_REFUND 테이블,N
IAS,IAS_REFUND,FEE,VARCHAR,FEE 항목,IAS_REFUND 테이블,N
IAS,IAS_REFUND,REFUND_TYPE,VARCHAR,REFUND_TYPE 항목,IAS_REFUND 테이블,N
IAS,IAS_REFUND,REFUND_DEDUCT,VARCHAR,REFUND_DEDUCT 항목,IAS_REFUND 테이블,N
IAS,IAS_REP_MERCHANT_AMT,REP_MERCHANT_ID,VARCHAR,REP_MERCHANT_ID (식별자),IAS_REP_MERCHANT_AMT 테이블,N
IAS,IAS_REP_MERCHANT_AMT,USED_AMT,BIGINT,USED_AMT (금액),IAS_REP_MERCHANT_AMT 테이블,N
IAS,IAS_REP_MERCHANT_AMT,ASP_ID,VARCHAR,ASP_ID (식별자),IAS_REP_MERCHANT_AMT 테이블,N
IAS,IAS_REP_MERCHANT_AMT,DELETED_CARD_AMT,BIGINT,DELETED_CARD_AMT (금액),IAS_REP_MERCHANT_AMT 테이블,N
IAS,IAS_REP_MERCHANT_TMN,DEPOSIT_MCT_ID,VARCHAR,DEPOSIT_MCT_ID (식별자),IAS_REP_MERCHANT_TMN 테이블,N
IAS,IAS_REP_MERCHANT_TMN,PAR,VARCHAR,PAR 항목,IAS_REP_MERCHANT_TMN 테이블,N
IAS,IAS_REP_MERCHANT_TMN,ASP_ID,VARCHAR,ASP_ID (식별자),IAS_REP_MERCHANT_TMN 테이블,N
IAS,IAS_REP_MERCHANT_TMN,CARD_BLC,VARCHAR,CARD_BLC 항목,IAS_REP_MERCHANT_TMN 테이블,N
IAS,IAS_REP_MERCHANT_TMN,FST_NR_NUMBER,VARCHAR,FST_NR_NUMBER 항목,IAS_REP_MERCHANT_TMN 테이블,N
IAS,IAS_TRANSACTION,APPROVAL_DATE,TIMESTAMP,APPROVAL_DATE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,NR_NUMBER,VARCHAR,NR_NUMBER 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,PAR,VARCHAR,PAR 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,EXPIRE_DATE,TIMESTAMP,EXPIRE_DATE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ISSUER_ID,VARCHAR,ISSUER_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,CARD_BLC,VARCHAR,CARD_BLC 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,CARD_BLC_BEFORE,VARCHAR,CARD_BLC_BEFORE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TR_TYPE,VARCHAR,TR_TYPE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,MERCHANT_ID,VARCHAR,MERCHANT_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ACQUIRER_ID,VARCHAR,ACQUIRER_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TR_AMT,BIGINT,TR_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TRANS_DT,TIMESTAMP,TRANS_DT (일자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,STAN,VARCHAR,STAN 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,APPROVAL_TIME,VARCHAR,APPROVAL_TIME 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,APPROVAL_CODE,VARCHAR,APPROVAL_CODE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,SETTLE_DATE,TIMESTAMP,SETTLE_DATE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,RESPONSE_CODE,VARCHAR,RESPONSE_CODE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,MTI,VARCHAR,MTI 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,PROCESSING_CODE,VARCHAR,PROCESSING_CODE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,PREPAID_TYPE,VARCHAR,PREPAID_TYPE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,REVERSAL_STATUS,VARCHAR,REVERSAL_STATUS 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ACCOUNT_ID1,VARCHAR,ACCOUNT_ID1 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,MERCHANT_NM,VARCHAR,MERCHANT_NM (명),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ORG_NR_NUMBER,VARCHAR,ORG_NR_NUMBER 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,CARD_SVC_ID,VARCHAR,CARD_SVC_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,SETTLE_RATE,VARCHAR,SETTLE_RATE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ORG_AMT,BIGINT,ORG_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,SETTLE_AMT,BIGINT,SETTLE_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TOKEN,VARCHAR,TOKEN 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,CLIENT_DATE,TIMESTAMP,CLIENT_DATE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,DISCOUNT_AMT,BIGINT,DISCOUNT_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,CANCEL_ORG_AMT,BIGINT,CANCEL_ORG_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,FEE,VARCHAR,FEE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,FEE_SUPPLY,VARCHAR,FEE_SUPPLY 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,EXPIRE_FEE,VARCHAR,EXPIRE_FEE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,EXPIRE_SUPPLY_FEE,VARCHAR,EXPIRE_SUPPLY_FEE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,EXPIRE_VAT,VARCHAR,EXPIRE_VAT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,FEE_VAT,VARCHAR,FEE_VAT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,RCG_TYPE,VARCHAR,RCG_TYPE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,CARD_TYPE,VARCHAR,CARD_TYPE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,REFUND_DISCOUNT_AMT,BIGINT,REFUND_DISCOUNT_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TR_PROCESSING_CODE,VARCHAR,TR_PROCESSING_CODE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TARGET_PAR,VARCHAR,TARGET_PAR 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TARGET_CARD_SVC_ID,VARCHAR,TARGET_CARD_SVC_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,REFUNDABLE_DATE,TIMESTAMP,REFUNDABLE_DATE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ASP_ID,VARCHAR,ASP_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TR_VAT,VARCHAR,TR_VAT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TR_SUPPLY,VARCHAR,TR_SUPPLY 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TR_TIPS,VARCHAR,TR_TIPS 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,NAMED_YN,CHAR,NAMED_YN (여부),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,APPROVAL_CODE_SEQ,VARCHAR,APPROVAL_CODE_SEQ 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,PARTNER_ID,VARCHAR,PARTNER_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,PARTNER_SEQ,VARCHAR,PARTNER_SEQ 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ACQUIRER_SEQ,VARCHAR,ACQUIRER_SEQ 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,POS_ENTRY_MODE,VARCHAR,POS_ENTRY_MODE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,MP_ID,VARCHAR,MP_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,PARENT_MCT_ID,VARCHAR,PARENT_MCT_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ACQUIRER_AUTH_CODE,VARCHAR,ACQUIRER_AUTH_CODE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ACQUIRER_TYPE,VARCHAR,ACQUIRER_TYPE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TERMINAL_ID,VARCHAR,TERMINAL_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,DISCOUNT_TYPE,VARCHAR,DISCOUNT_TYPE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,DISCOUNT_SEQ,VARCHAR,DISCOUNT_SEQ 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,PCANCEL_ORG_AMT,BIGINT,PCANCEL_ORG_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,PCANCEL_SETTLE_AMT,BIGINT,PCANCEL_SETTLE_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,DISCOUNT_RESULT,VARCHAR,DISCOUNT_RESULT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,DCT_CONTRACT_ID,VARCHAR,DCT_CONTRACT_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ORG_DISCOUNT_AMT,BIGINT,ORG_DISCOUNT_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ORG_DISCOUNT_RATE,VARCHAR,ORG_DISCOUNT_RATE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ACQUIRER_SALE_LIMIT,VARCHAR,ACQUIRER_SALE_LIMIT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,USER_ID,VARCHAR,USER_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,DEDUCT_DCT_LIMIT,VARCHAR,DEDUCT_DCT_LIMIT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,HIST_DEL_YN,CHAR,HIST_DEL_YN (여부),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,RCG_TR_NO,BIGINT,RCG_TR_NO (번호),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ADVICE_REASON_CODE,VARCHAR,ADVICE_REASON_CODE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,DEPOSIT_MCT_ID,VARCHAR,DEPOSIT_MCT_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,DISCOUNT_SUB_TYPE,VARCHAR,DISCOUNT_SUB_TYPE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,USER_USED_POINT,VARCHAR,USER_USED_POINT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,CARD_USED_POINT,VARCHAR,CARD_USED_POINT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,USER_USED_TR_POINT,VARCHAR,USER_USED_TR_POINT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,CARD_USED_TR_POINT,VARCHAR,CARD_USED_TR_POINT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,USER_SAVED_POINT,VARCHAR,USER_SAVED_POINT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,CARD_SAVED_POINT,VARCHAR,CARD_SAVED_POINT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,INCLUDE_PREV_CONDITION,VARCHAR,INCLUDE_PREV_CONDITION 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TR_SUB_STATUS,VARCHAR,TR_SUB_STATUS 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,COUPON_ID,VARCHAR,COUPON_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,COUPON_NO,BIGINT,COUPON_NO (번호),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,PCANCEL_DISCOUNT_AMT,BIGINT,PCANCEL_DISCOUNT_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,REFUND_POINT,VARCHAR,REFUND_POINT 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,BIZ_STATUS,VARCHAR,BIZ_STATUS 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,POINT_POLICY_ID,VARCHAR,POINT_POLICY_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,USED_POINT_POLICY_ID,VARCHAR,USED_POINT_POLICY_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,POINT_TYPE,VARCHAR,POINT_TYPE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,USED_POINT_TYPE,VARCHAR,USED_POINT_TYPE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,POINT_POLICY_TYPE,VARCHAR,POINT_POLICY_TYPE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TR_MERCHANT_ID,VARCHAR,TR_MERCHANT_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ACQUIRER_MERCHANT_TYPE,VARCHAR,ACQUIRER_MERCHANT_TYPE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,FAIL_CODE,VARCHAR,FAIL_CODE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,PAYMENT_POLICY_TYPE,VARCHAR,PAYMENT_POLICY_TYPE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,PAYMENT_BANK_NAME,VARCHAR,PAYMENT_BANK_NAME 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,PAYMENT_BANK_ACCOUNT_NO,BIGINT,PAYMENT_BANK_ACCOUNT_NO (번호),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,AUDIT_ID,VARCHAR,AUDIT_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,OWNER_KA,VARCHAR,OWNER_KA 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,EXP_AMT,BIGINT,EXP_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,EXP_TR_AMT,BIGINT,EXP_TR_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,EXP_POINT_AMT,BIGINT,EXP_POINT_AMT (금액),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TR_PAR,VARCHAR,TR_PAR 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,TR_TOKEN,VARCHAR,TR_TOKEN 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,LINKED_PAR,VARCHAR,LINKED_PAR 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,FEE_SHR_KA_ID,VARCHAR,FEE_SHR_KA_ID (식별자),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,MKTN_FEE,VARCHAR,MKTN_FEE 항목,IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,MKTN_FEE_PLCY_SNO,BIGINT,MKTN_FEE_PLCY_SNO (번호),IAS_TRANSACTION 테이블,N
IAS,IAS_TRANSACTION,ACN_DEFRAY_AMT,BIGINT,ACN_DEFRAY_AMT (금액),IAS_TRANSACTION 테이블,N
IBF,IBF_BYKA_CRD,BYKA_CRD_SNO,BIGINT,BYKA_CRD_SNO (번호),IBF_BYKA_CRD 테이블,N
IBF,IBF_BYKA_CRD,IBF_ORDR_SNO,BIGINT,IBF_ORDR_SNO (번호),IBF_BYKA_CRD 테이블,N
IBF,IBF_BYKA_CRD,KA_ID,VARCHAR,KA_ID (식별자),IBF_BYKA_CRD 테이블,N
IBF,IBF_BYKA_CRD,PAR_NO,BIGINT,PAR_NO (번호),IBF_BYKA_CRD 테이블,N
IBF,IBF_BYKA_CRD,SVC_ID,VARCHAR,SVC_ID (식별자),IBF_BYKA_CRD 테이블,N
IBF,IBF_BYKA_CRD,CRD_TAK_YN,CHAR,CRD_TAK_YN (여부),IBF_BYKA_CRD 테이블,N
IBF,IBF_BYKA_CRD,MGMT_ITM_DV_NM,VARCHAR,MGMT_ITM_DV_NM (명),IBF_BYKA_CRD 테이블,N
IBF,IBF_EXRT,IBF_EXRT_SNO,BIGINT,IBF_EXRT_SNO (번호),IBF_EXRT 테이블,N
IBF,IBF_EXRT,CUR_CD,VARCHAR,CUR_CD (코드),IBF_EXRT 테이블,N
IBF,IBF_EXRT,APY_EXRT,VARCHAR,APY_EXRT 항목,IBF_EXRT 테이블,N
KBC,KBC_WPTL_CRD_CASH,WPTL_PRD_NO,BIGINT,WPTL_PRD_NO (번호),KBC_WPTL_CRD_CASH 테이블,N
KBC,KBC_WPTL_CRD_CASH,CRD_CASH_ID,VARCHAR,CRD_CASH_ID (식별자),KBC_WPTL_CRD_CASH 테이블,N
KBC,KBC_WPTL_CRD_CASH,CRD_CASH_NM,VARCHAR,CRD_CASH_NM (명),KBC_WPTL_CRD_CASH 테이블,N
KBC,KBC_WPTL_CRD_CASH,CRD_CASH_DV_CD,VARCHAR,CRD_CASH_DV_CD (코드),KBC_WPTL_CRD_CASH 테이블,N
KBC,KBC_WPTL_CRD_CASH,BZTP_GRANT_GRP_ID,VARCHAR,BZTP_GRANT_GRP_ID (식별자),KBC_WPTL_CRD_CASH 테이블,N
KBC,KBC_WPTL_CRD_CASH,BZTP_BLOCK_GRP_ID,VARCHAR,BZTP_BLOCK_GRP_ID (식별자),KBC_WPTL_CRD_CASH 테이블,N
KBC,KBC_WPTL_CRD_CASH,CRD_CASH_PV_ID,VARCHAR,CRD_CASH_PV_ID (식별자),KBC_WPTL_CRD_CASH 테이블,N
KBC,KBC_WPTL_CRD_ORDR,WPTL_CRD_ORDR_NO,BIGINT,WPTL_CRD_ORDR_NO (번호),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,WPTL_ENTP_NO,BIGINT,WPTL_ENTP_NO (번호),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,WPTL_PRD_NO,BIGINT,WPTL_PRD_NO (번호),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,WPTL_CRD_ORDR_ST_CD,VARCHAR,WPTL_CRD_ORDR_ST_CD (코드),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,APL_QTY,BIGINT,APL_QTY 항목,KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,TAKL_ADDR,VARCHAR,TAKL_ADDR 항목,KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,PRD_SLL_UPRC,VARCHAR,PRD_SLL_UPRC 항목,KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,ORDR_AMT,BIGINT,ORDR_AMT (금액),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,DLVM,VARCHAR,DLVM 항목,KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,STLM_TOT_AMT,BIGINT,STLM_TOT_AMT (금액),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,STLM_MTHD_CD,VARCHAR,STLM_MTHD_CD (코드),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,TX_SOA_PBL_YN,CHAR,TX_SOA_PBL_YN (여부),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,PSRC_NM,VARCHAR,PSRC_NM (명),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,TX_SOA_PBL_ST_YN,CHAR,TX_SOA_PBL_ST_YN (여부),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,ORDR_NO,BIGINT,ORDR_NO (번호),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,CRD_DSG_TYPE_CD,VARCHAR,CRD_DSG_TYPE_CD (코드),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,PMON_STLM_LMT_AMT,BIGINT,PMON_STLM_LMT_AMT (금액),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,BYDT_STLM_LMT_AMT,BIGINT,BYDT_STLM_LMT_AMT (금액),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_CRD_ORDR,ONCE_STLM_LMT_AMT,BIGINT,ONCE_STLM_LMT_AMT (금액),KBC_WPTL_CRD_ORDR 테이블,N
KBC,KBC_WPTL_ENTP,WPTL_ENTP_NO,BIGINT,WPTL_ENTP_NO (번호),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,ASP_ID,VARCHAR,ASP_ID (식별자),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,KA_ID,VARCHAR,KA_ID (식별자),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,WPTL_ENTP_ST_CD,VARCHAR,WPTL_ENTP_ST_CD (코드),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,ENTP_NM,VARCHAR,ENTP_NM (명),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,PSNL_CORP_BZNM_DV_CD,VARCHAR,PSNL_CORP_BZNM_DV_CD (코드),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,BZCT_NM,VARCHAR,BZCT_NM (명),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,ITEM_NM,VARCHAR,ITEM_NM (명),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,ADDR,VARCHAR,ADDR 항목,KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,CORP_REGNO,BIGINT,CORP_REGNO (번호),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,REPP_BIRTH_DT,TIMESTAMP,REPP_BIRTH_DT (일자),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,REPP_NLTY_CD,VARCHAR,REPP_NLTY_CD (코드),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,BANK_CD,VARCHAR,BANK_CD (코드),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,BANK_NM,VARCHAR,BANK_NM (명),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,BZNO,BIGINT,BZNO (번호),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,APRV_WPTL_USER_NO,BIGINT,APRV_WPTL_USER_NO (번호),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,RJ_RSN_CD,VARCHAR,RJ_RSN_CD (코드),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,RJ_RSN_CN,VARCHAR,RJ_RSN_CN (내용),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,CON_SNO,BIGINT,CON_SNO (번호),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,REPP_ZIP_CD,VARCHAR,REPP_ZIP_CD (코드),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,REPP_SEX_CD,VARCHAR,REPP_SEX_CD (코드),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,ZIP_CD,VARCHAR,ZIP_CD (코드),KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_ENTP,REPP_ADDR,VARCHAR,REPP_ADDR 항목,KBC_WPTL_ENTP 테이블,N
KBC,KBC_WPTL_PRD,WPTL_PRD_NO,BIGINT,WPTL_PRD_NO (번호),KBC_WPTL_PRD 테이블,N
KBC,KBC_WPTL_PRD,PRD_ID,VARCHAR,PRD_ID (식별자),KBC_WPTL_PRD 테이블,N
KBC,KBC_WPTL_PRD,PRD_SNO,BIGINT,PRD_SNO (번호),KBC_WPTL_PRD 테이블,N
KBC,KBC_WPTL_PRD,WPTL_PRD_ST_CD,VARCHAR,WPTL_PRD_ST_CD (코드),KBC_WPTL_PRD 테이블,N
KBC,KBC_WPTL_PRD,PRD_NM,VARCHAR,PRD_NM (명),KBC_WPTL_PRD 테이블,N
KBC,KBC_WPTL_PRD,WPTL_PRD_TYPE_CD,VARCHAR,WPTL_PRD_TYPE_CD (코드),KBC_WPTL_PRD 테이블,N
KBC,KBC_WPTL_PRD,PRD_SLL_UPRC,VARCHAR,PRD_SLL_UPRC 항목,KBC_WPTL_PRD 테이블,N
