component,table,column,reason_code,reason_note
LOP,MENU_HISTORY,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,MENU_HISTORY,TMP_WORK_VAL,UNFIT,분석 요건에 부적합한 컬럼
LOP,MENU_HISTORY_OPTION,INTERNAL_MEMO,ETC,운영계 전용 내부 항목
LOP,MENU_HISTORY_OPTION_ITEM,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,MENU_HISTORY_SUB_ITEM,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,MENU_HISTORY_SUB_ITEM,BATCH_SEQ,ETC,운영계 전용 내부 항목
LOP,ORDERER,CUST_NM,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,ORDERER,INTERNAL_MEMO,PENDING,차기 이관 예정
LOP,ORDER_INFO,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,PAYMENT,CUST_NM,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,PAYMENT,EMAIL_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,PLACE,LEGACY_FLAG,PENDING,차기 이관 예정
LOP,PLACE_CATEGORY_LIST,BATCH_SEQ,ETC,운영계 전용 내부 항목
LOP,PLACE_CATEGORY_LIST,LEGACY_FLAG,ETC,운영계 전용 내부 항목
LOP,PLACE_HOLIDAY_LIST,CUST_NM,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,PLACE_HOLIDAY_LIST,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,PLACE_INTRO_LIST,BATCH_SEQ,ETC,운영계 전용 내부 항목
LOP,PLACE_RANK_POLICY_CLASS,LEGACY_FLAG,UNFIT,분석 요건에 부적합한 컬럼
LOP,PLACE_REFRESH_HHMM,BATCH_SEQ,UNFIT,분석 요건에 부적합한 컬럼
LOP,PLACE_TAG_LIST,TMP_WORK_VAL,UNFIT,분석 요건에 부적합한 컬럼
LOP,PLACE_TIME_DATA_LIST,CUST_NM,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,PLACE_TIME_DATA_LIST,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,PLACE_TIME_DATA_LIST,INTERNAL_MEMO,ETC,운영계 전용 내부 항목
LOP,PLACE_TIP_EXTRA_DONG,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,PLACE_TIP_EXTRA_DONG,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,PLACE_TIP_EXTRA_HOUR,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,REVIEW_HISTORY,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,REVIEW_HISTORY,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,REVIEW_HISTORY,BATCH_SEQ,UNFIT,분석 요건에 부적합한 컬럼
LOP,STATISTICS_USER,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,STATISTICS_USER,CUST_NM,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,USER_FAVORITE_PLACE,RMK_CN,PENDING,차기 이관 예정
LOP,USER_INFO,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,USER_INFO,CUST_NM,PII_EXCLUDED,개인정보 — 이관 대상 제외
LOP,USER_RANK,TMP_WORK_VAL,ETC,운영계 전용 내부 항목
LOP,USER_RANK,INTERNAL_MEMO,PENDING,차기 이관 예정
LOP,USER_RANK_POLICY_CLASS,TMP_WORK_VAL,UNFIT,분석 요건에 부적합한 컬럼
LOP,USER_RANK_POLICY_CLASS,LEGACY_FLAG,ETC,운영계 전용 내부 항목
LSS,LSS_BYMBR_LUCK,RMK_CN,PENDING,차기 이관 예정
LSS,LSS_LOTT_PLCY,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
LSS,LSS_LOTT_PLCY,RMK_CN,PENDING,차기 이관 예정
LSS,lss_luck_cash_pbl_dtls,TEL_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
LSS,lss_luck_cash_pbl_dtls,EMAIL_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
LSS,lss_luck_mfct_win,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
LSS,lss_luck_mfct_win,EMAIL_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
LSS,lss_luck_mfct_win,INTERNAL_MEMO,PENDING,차기 이관 예정
LSS,lss_luck_mfct_win,RMK_CN,PENDING,차기 이관 예정
LSS,TB_LEGACY_UNMIGRATED,,NO_REQUEST,이관 요청에 포함되지 않은 테이블
MAP,DEVICE,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
MAP,DORMANCY_HISTORY,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
MAP,TC_CONTENT,INTERNAL_MEMO,UNFIT,분석 요건에 부적합한 컬럼
MAP,TC_CONTENT,LEGACY_FLAG,PENDING,차기 이관 예정
MAP,TC_DEFINITION,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
MAP,TC_DEFINITION,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
MAP,TC_VERSION,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
MAP,TC_VERSION,LEGACY_FLAG,ETC,운영계 전용 내부 항목
MAP,TC_VERSION,INTERNAL_MEMO,UNFIT,분석 요건에 부적합한 컬럼
MAP,TERMS_AND_CONDITIONS,TMP_WORK_VAL,UNFIT,분석 요건에 부적합한 컬럼
MAP,USER_BLACKLIST_POLICY_STATUS,LEGACY_FLAG,ETC,운영계 전용 내부 항목
MAP,USER_BLACKLIST_POLICY_STATUS,INTERNAL_MEMO,ETC,운영계 전용 내부 항목
MAP,USER_TC_MAPPINGS,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
MAP,WALLET,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
MAP,WALLET,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
MAP,WALLET_DETAILS,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
MAP,WALLET_HISTORY,BATCH_SEQ,PENDING,차기 이관 예정
MAP,WALLET_USER,LEGACY_FLAG,PENDING,차기 이관 예정
MAP,WALLET_USER,INTERNAL_MEMO,UNFIT,분석 요건에 부적합한 컬럼
MAP,WALLET_USER_HISTORY,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
MAP,WALLET_USER_HISTORY,BATCH_SEQ,PENDING,차기 이관 예정
MAP,WALLET_USER_RECOMMENDER_MAP,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
MYDS,OP0031,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
MYDS,OP0031,TMP_WORK_VAL,ETC,운영계 전용 내부 항목
ODS,DLVR_MC_PMON_AGG2,TEL_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
ODS,dlvr_svc_dtl_pmon_agg2,RMK_CN,ETC,운영계 전용 내부 항목
ODS,dlvr_svc_mbr_pmon_agg2,LEGACY_FLAG,PENDING,차기 이관 예정
ODS,TB_LEGACY_UNMIGRATED,,NO_REQUEST,이관 요청에 포함되지 않은 테이블
PORTAL,AGENT,INTERNAL_MEMO,PENDING,차기 이관 예정
PORTAL,BC_MERCHANT_CODE,CUST_NM,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,CMN_BIZTYPE_MAP_CD,BATCH_SEQ,UNFIT,분석 요건에 부적합한 컬럼
PORTAL,COMMON,INTERNAL_MEMO,ETC,운영계 전용 내부 항목
PORTAL,COUPON_DISCOUNT,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,COUPON_DISCOUNT,RMK_CN,ETC,운영계 전용 내부 항목
PORTAL,COUPON_DISCOUNT,TMP_WORK_VAL,UNFIT,분석 요건에 부적합한 컬럼
PORTAL,DISCOUNT,EMAIL_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,DISCOUNT,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,DISCOUNT_GROUP,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,DISCOUNT_GROUP,LEGACY_FLAG,UNFIT,분석 요건에 부적합한 컬럼
PORTAL,DISCOUNT_GROUP,BATCH_SEQ,ETC,운영계 전용 내부 항목
PORTAL,DISCOUNT_MERCHANT,BATCH_SEQ,ETC,운영계 전용 내부 항목
PORTAL,DIY_COUPON_MAPPING,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,LUCKY_EVENT_REWARD_HISTORY,BATCH_SEQ,PENDING,차기 이관 예정
PORTAL,LUCKY_EVENT_REWARD_PRICE,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,LUCKY_EVENT_REWARD_PRICE,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,LUCKY_EVENT_REWARD_PRICE,RMK_CN,ETC,운영계 전용 내부 항목
PORTAL,LUCKY_EVENT_REWARD_PRICE,BATCH_SEQ,ETC,운영계 전용 내부 항목
PORTAL,LUCKY_NEW_EVENT_REWARD_SETTING,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,MERCHANT_INTRO,TEL_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,MERCHANT_INTRO,EMAIL_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,MERCHANT_INTRO_ASP_MAPPING,TEL_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,MERCHANT_INTRO_ASP_MAPPING,LEGACY_FLAG,PENDING,차기 이관 예정
PORTAL,PLAYER,EMAIL_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,PLAYER_ASP,TEL_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,POR_ALT_AGG,TMP_WORK_VAL,UNFIT,분석 요건에 부적합한 컬럼
PORTAL,POR_ALT_AGG,RMK_CN,PENDING,차기 이관 예정
PORTAL,POR_DTL_SPPS,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,POR_DTL_SPPS,BATCH_SEQ,ETC,운영계 전용 내부 항목
PORTAL,POR_MPTY_CRD,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,POR_SPPS,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,POR_SPPS,INTERNAL_MEMO,PENDING,차기 이관 예정
PORTAL,PRODUCT,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,PRODUCT,CUST_NM,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,PRODUCT_DISCOUNT,EMAIL_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,PRODUCT_DISCOUNT,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,PRODUCT_DISCOUNT,INTERNAL_MEMO,PENDING,차기 이관 예정
PORTAL,ROLE,INTERNAL_MEMO,UNFIT,분석 요건에 부적합한 컬럼
PORTAL,ROLE,RMK_CN,UNFIT,분석 요건에 부적합한 컬럼
PORTAL,SHOP_CATEGORY_MAPPING,BATCH_SEQ,ETC,운영계 전용 내부 항목
PORTAL,SH_MERCHANT_CODE,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,SH_MERCHANT_CODE,INTERNAL_MEMO,UNFIT,분석 요건에 부적합한 컬럼
PORTAL,SH_MERCHANT_CODE,RMK_CN,PENDING,차기 이관 예정
PORTAL,TBL_AREA_SERVICE_MAPPING,RMK_CN,UNFIT,분석 요건에 부적합한 컬럼
PORTAL,TBL_ASP_SERVICE_MAPPING,EMAIL_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
PORTAL,TBL_KA_SERVICE_MAPPING,RMK_CN,UNFIT,분석 요건에 부적합한 컬럼
PORTAL,TBL_KA_SERVICE_MAPPING,TMP_WORK_VAL,ETC,운영계 전용 내부 항목
PORTAL,TBL_MILEAGE_IMAGE_MAPPING,BATCH_SEQ,PENDING,차기 이관 예정
PP,BAS_EPAY_MAPPING,LEGACY_FLAG,PENDING,차기 이관 예정
PP,BAS_EPAY_MAPPING,RMK_CN,UNFIT,분석 요건에 부적합한 컬럼
PRS,PRS_SPPS_APH_HIST,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
PRS,PRS_SPPS_APH_HIST,INTERNAL_MEMO,ETC,운영계 전용 내부 항목
PRS,PRS_SPPS_U_YN,TEL_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
PRS,PRS_SPPS_U_YN,RMK_CN,ETC,운영계 전용 내부 항목
PRS,TB_LEGACY_UNMIGRATED,,NO_REQUEST,이관 요청에 포함되지 않은 테이블
RFS,TB_LEGACY_UNMIGRATED,,NO_REQUEST,이관 요청에 포함되지 않은 테이블
SAS,PNT_TRAN_TYPE,CUST_NM,PII_EXCLUDED,개인정보 — 이관 대상 제외
SAS,prcs_cd,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
SAS,prcs_cd,EMAIL_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
SAS,TB_LEGACY_UNMIGRATED,,NO_REQUEST,이관 요청에 포함되지 않은 테이블
SMS,IMC_AT_BIZ_MSG_LOG,TMP_WORK_VAL,PENDING,차기 이관 예정
SMS,IMC_AT_BIZ_MSG_LOG,LEGACY_FLAG,ETC,운영계 전용 내부 항목
TBL,TMS_SNDNG_CMPGN_RPRT_PS,LEGACY_FLAG,UNFIT,분석 요건에 부적합한 컬럼
TGS,TB_ACCESS_KEY,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
TGS,TB_ACCESS_KEY,HOME_ADDR,PII_EXCLUDED,개인정보 — 이관 대상 제외
TGS,TB_ACCESS_KEY,LEGACY_FLAG,ETC,운영계 전용 내부 항목
TGS,TB_LEGACY_UNMIGRATED,,NO_REQUEST,이관 요청에 포함되지 않은 테이블
TSS,PREV_BALANCE,CUST_NM,PII_EXCLUDED,개인정보 — 이관 대상 제외
TSS,PREV_BALANCE_POLICY,CUST_NM,PII_EXCLUDED,개인정보 — 이관 대상 제외
TSS,PREV_BALANCE_POLICY,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
TSS,TRANSFER_EXECUTE_HISTORY,TEL_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
TSS,TRANSFER_EXECUTE_HISTORY,BANK_ACCT_NO,PII_EXCLUDED,개인정보 — 이관 대상 제외
VCC,TB_LEGACY_UNMIGRATED,,NO_REQUEST,이관 요청에 포함되지 않은 테이블
VCC,VCC_CHTBT_FAQ_BYDT_AGG,LEGACY_FLAG,PENDING,차기 이관 예정
VCC,VCC_CHTBT_SESN_PLCY,RMK_CN,PENDING,차기 이관 예정
VCC,VCC_CHTBT_TOKN,RRNO,PII_EXCLUDED,개인정보 — 이관 대상 제외
VCC,VCC_CHTBT_TOKN,LEGACY_FLAG,ETC,운영계 전용 내부 항목
