an_component,an_table,an_column,op_component,op_table,op_column,source_expr
IAS,IAS_BENEFIT_TRAN,CPN_ID,IAS,IAS_BENEFIT_TRAN,COUPON_ID,
IAS,IAS_BENEFIT_TRAN,CPN_NO,IAS,IAS_BENEFIT_TRAN,COUPON_NO,
IAS,IAS_BENEFIT_TRAN,ORG_TR_AMT,IAS,IAS_BENEFIT_TRAN,ORG_AMT,
IAS,IAS_BENEFIT_TRAN,DC_AMT,IAS,IAS_BENEFIT_TRAN,DISCOUNT_AMT,
IAS,IAS_BENEFIT_TRAN,DCRT,IAS,IAS_BENEFIT_TRAN,SETTLE_RATE,
IAS,IAS_BENEFIT_TRAN,USER_PNT_RV_AMT,IAS,IAS_BENEFIT_TRAN,USER_SAVED_POINT,
IAS,IAS_BENEFIT_TRAN,CRD_PNT_RV_AMT,IAS,IAS_BENEFIT_TRAN,CARD_SAVED_POINT,
IAS,IAS_BENEFIT_TRAN,PROP_DC_AMT,IAS,IAS_BENEFIT_TRAN,ORG_DISCOUNT_AMT,
IAS,IAS_BENEFIT_TRAN,ORG_DCRT,IAS,IAS_BENEFIT_TRAN,ORG_DISCOUNT_RATE,
IAS,IAS_BENEFIT_TRAN,DC_CON_SNO,IAS,IAS_BENEFIT_TRAN,DCT_CONTRACT_ID,
IAS,IAS_BENEFIT_TRAN,ACUM_AMT_INCL_YN,IAS,IAS_BENEFIT_TRAN,DEDUCT_DCT_LIMIT,
IAS,IAS_BENEFIT_TRAN,PNT_DV_CD,IAS,IAS_BENEFIT_TRAN,POINT_TYPE,
IAS,IAS_BENEFIT_TRAN,DC_BUAMT,IAS,IAS_BENEFIT_TRAN,ACQUIRER_SALE_LIMIT,
IAS,IAS_BENEFIT_TRAN,DC_RS_CD,IAS,IAS_BENEFIT_TRAN,DISCOUNT_RESULT,
IAS,IAS_BENEFIT_TRAN,MM_ARSL_CHK_YN,IAS,IAS_BENEFIT_TRAN,INCLUDE_PREV_CONDITION,
IAS,IAS_BENEFIT_TRAN,SYS_CRE_DTTM,IAS,IAS_BENEFIT_TRAN,,"from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_BENEFIT_TRAN,SYS_UPD_DTTM,IAS,IAS_BENEFIT_TRAN,,"from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_BENEFIT_TRAN,MC_BUAMT_LMT_AMT_INCL_YN,IAS,IAS_BENEFIT_TRAN,MC_BUAMT_LMT_AMT_INCL_YN,
IAS,IAS_BENEFIT_TRAN,PACQ_CLR_TYPE_CD,IAS,IAS_BENEFIT_TRAN,PACQ_CLR_TYPE_CD,
IAS,IAS_BENEFIT_TRAN,pt_aprv_m,IAS,IAS_BENEFIT_TRAN,,"translate(substr(APPROVAL_DATE,1,6),'/','')"
IAS,IAS_BUSAN_PAY,PUSAN_LMNY_TR_SNO,IAS,IAS_BUSAN_PAY,SEQ,
IAS,IAS_BUSAN_PAY,PAR_NO,IAS,IAS_BUSAN_PAY,PAR,
IAS,IAS_BUSAN_PAY,NR_NO,IAS,IAS_BUSAN_PAY,NR_NUMBER,
IAS,IAS_BUSAN_PAY,APV_RQS_CD,IAS,IAS_BUSAN_PAY,GRM_CD,
IAS,IAS_BUSAN_PAY,RQS_GMNO,IAS,IAS_BUSAN_PAY,GRM_NO,
IAS,IAS_BUSAN_PAY,RQS_GM_TRSF_DT,IAS,IAS_BUSAN_PAY,TRS_DT,
IAS,IAS_BUSAN_PAY,RQS_GM_TRSF_TI,IAS,IAS_BUSAN_PAY,TRS_TM,
IAS,IAS_BUSAN_PAY,KIS_TRSF_RS_CD,IAS,IAS_BUSAN_PAY,RPC,
IAS,IAS_BUSAN_PAY,LMNY_APV_DT,IAS,IAS_BUSAN_PAY,LP_APR_DT,
IAS,IAS_BUSAN_PAY,LMNY_APV_NO,IAS,IAS_BUSAN_PAY,LP_APR_NO,
IAS,IAS_BUSAN_PAY,ENC_CI_NO,IAS,IAS_BUSAN_PAY,CI,
IAS,IAS_BUSAN_PAY,STLM_RQS_AMT,IAS,IAS_BUSAN_PAY,AK_AM,
IAS,IAS_BUSAN_PAY,LMNY_ITG_BALA,IAS,IAS_BUSAN_PAY,RN_AM,
IAS,IAS_BUSAN_PAY,MC_NM,IAS,IAS_BUSAN_PAY,MC_NM,
IAS,IAS_BUSAN_PAY,KB_BZTP_CD,IAS,IAS_BUSAN_PAY,MC_CAT,
IAS,IAS_BUSAN_PAY,CNCL_PTIM_ORG_TR_TRSF_DT,IAS,IAS_BUSAN_PAY,ORI_TRS_DT,
IAS,IAS_BUSAN_PAY,ORG_TR_GMNO,IAS,IAS_BUSAN_PAY,ORI_GRM_NO,
IAS,IAS_BUSAN_PAY,MC_ID,IAS,IAS_BUSAN_PAY,MER_NO,
IAS,IAS_BUSAN_PAY,MC_BZNO,IAS,IAS_BUSAN_PAY,MER_BIZ_NO,
IAS,IAS_BUSAN_PAY,RAL_TR_AMT,IAS,IAS_BUSAN_PAY,RAK_AM,
IAS,IAS_BUSAN_PAY,DC_AMT,IAS,IAS_BUSAN_PAY,DIC_AM,
IAS,IAS_BUSAN_PAY,NPPL_CRDCO_APV_NO,IAS,IAS_BUSAN_PAY,CARD_APR_NO,
IAS,IAS_BUSAN_PAY,MC_ID_DV_CD,IAS,IAS_BUSAN_PAY,MER_GB,
IAS,IAS_BUSAN_PAY,RQS_DTL_DTTM,IAS,IAS_BUSAN_PAY,,"from_unixtime(unix_timestamp(REQ_DATETIME, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_BUSAN_PAY,RSP_RCV_DTL_DTTM,IAS,IAS_BUSAN_PAY,,"from_unixtime(unix_timestamp(RES_DATETIME, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_BUSAN_PAY,CMLT_DV_CD,IAS,IAS_BUSAN_PAY,TAXI_FG,
IAS,IAS_BUSAN_PAY,SYS_CRE_DTTM,IAS,IAS_BUSAN_PAY,,"from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_BUSAN_PAY,SYS_UPD_DTTM,IAS,IAS_BUSAN_PAY,,"from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_BUSAN_PAY,OUTS_APVP_TYPE_CD,IAS,IAS_BUSAN_PAY,EXTERNAL_APPROVE_TYPE,
IAS,IAS_BUSAN_PAY,pt_cre_dt,IAS,IAS_BUSAN_PAY,,"translate(translate(substr(SYS_CRE_DTTM,1,8),'/',''),'-','')"
IAS,IAS_CARD_DISCOUNT_AMT_M,APV_YM,IAS,IAS_CARD_DISCOUNT_AMT_M,DISCOUNT_YM,
IAS,IAS_CARD_DISCOUNT_AMT_M,PAR_NO,IAS,IAS_CARD_DISCOUNT_AMT_M,PAR,
IAS,IAS_CARD_DISCOUNT_AMT_M,TR_TYPE_CD,IAS,IAS_CARD_DISCOUNT_AMT_M,TR_TYPE,
IAS,IAS_CARD_DISCOUNT_AMT_M,BNF_ACUM_AMT,IAS,IAS_CARD_DISCOUNT_AMT_M,USED_AMT,
IAS,IAS_CARD_DISCOUNT_AMT_M,BNF_USE_CCNT,IAS,IAS_CARD_DISCOUNT_AMT_M,USED_COUNT,
IAS,IAS_CARD_DISCOUNT_AMT_M,DATA_CRE_DTTM,IAS,IAS_CARD_DISCOUNT_AMT_M,,"from_unixtime(unix_timestamp(CREATED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_DISCOUNT_AMT_M,DATA_UPD_DTTM,IAS,IAS_CARD_DISCOUNT_AMT_M,,"from_unixtime(unix_timestamp(UPDATED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_DISCOUNT_AMT_M,SYS_CRE_DTTM,IAS,IAS_CARD_DISCOUNT_AMT_M,,"from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_DISCOUNT_AMT_M,SYS_UPD_DTTM,IAS,IAS_CARD_DISCOUNT_AMT_M,,"from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_DISCOUNT_AMT_M,pt_apv_ym,IAS,IAS_CARD_DISCOUNT_AMT_M,DISCOUNT_YM,
IAS,IAS_CARD_LASTTX,PAR_NO,IAS,IAS_CARD_LASTTX,PAR,
IAS,IAS_CARD_LASTTX,MBR_ID,IAS,IAS_CARD_LASTTX,user_id,
IAS,IAS_CARD_LASTTX,CRD_EXN_YM,IAS,IAS_CARD_LASTTX,EXPIRE_DATE,
IAS,IAS_CARD_LASTTX,SYS_CRE_DTTM,IAS,IAS_CARD_LASTTX,,"CASE length(sys_cre_dttm) when 0 then from_unixtime(unix_timestamp('1970-01-01 00:00:00')) else from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss')) end"
IAS,IAS_CARD_LASTTX,SYS_UPD_DTTM,IAS,IAS_CARD_LASTTX,,"CASE length(SYS_UPD_DTTM) when 0 then from_unixtime(unix_timestamp('1970-01-01 00:00:00')) else from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss')) end"
IAS,IAS_CARD_LASTTX,SVC_ID,IAS,IAS_CARD_LASTTX,CARD_SVC_ID,
IAS,IAS_CARD_LASTTX,ISUR_ID,IAS,IAS_CARD_LASTTX,ISSUER_ID,
IAS,IAS_CARD_LASTTX,CRD_ACT_ST_CD,IAS,IAS_CARD_LASTTX,CARD_STATUS,
IAS,IAS_CARD_LASTTX,BEF_CRD_ST_CD,IAS,IAS_CARD_LASTTX,OLD_CARD_STATUS,
IAS,IAS_CARD_LASTTX,CRD_ST_CHG_DTTM,IAS,IAS_CARD_LASTTX,,"from_unixtime(unix_timestamp(STATUS_CHANGE_DT, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_LASTTX,LAST_CRD_BALA,IAS,IAS_CARD_LASTTX,CARD_BLC,
IAS,IAS_CARD_LASTTX,TR_BF_BALA,IAS,IAS_CARD_LASTTX,CARD_BLC_BEFORE,
IAS,IAS_CARD_LASTTX,crd_reg_vldn_dttm,IAS,IAS_CARD_LASTTX,,"from_unixtime(unix_timestamp(REGISTERED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_LASTTX,FST_CHRG_DTL_DTTM,IAS,IAS_CARD_LASTTX,,"from_unixtime(unix_timestamp(FST_LOADED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_LASTTX,FST_CHRG_AMT,IAS,IAS_CARD_LASTTX,FST_LOADED_AMT,
IAS,IAS_CARD_LASTTX,FST_CHRG_AF_BALA,IAS,IAS_CARD_LASTTX,FST_LOADED_BLC,
IAS,IAS_CARD_LASTTX,RFND_AMT,IAS,IAS_CARD_LASTTX,REFUND_AMT,
IAS,IAS_CARD_LASTTX,RFND_AF_BALA,IAS,IAS_CARD_LASTTX,REFUND_BLC,
IAS,IAS_CARD_LASTTX,APV_DT,IAS,IAS_CARD_LASTTX,APPROVAL_DATE,
IAS,IAS_CARD_LASTTX,APV_TI,IAS,IAS_CARD_LASTTX,APPROVAL_TIME,
IAS,IAS_CARD_LASTTX,TR_TYPE_CD,IAS,IAS_CARD_LASTTX,TR_TYPE,
IAS,IAS_CARD_LASTTX,LAST_TR_AMT,IAS,IAS_CARD_LASTTX,TR_AMT,
IAS,IAS_CARD_LASTTX,SGZN_PRCS_DTL_DTTM,IAS,IAS_CARD_LASTTX,,"from_unixtime(unix_timestamp(NAMED_CARD_DT, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_LASTTX,CRD_ST_CHG_DSCR_CN,IAS,IAS_CARD_LASTTX,CHANGE_REASON,
IAS,IAS_CARD_LASTTX,FNL_CHRG_DTL_DTTM,IAS,IAS_CARD_LASTTX,,"from_unixtime(unix_timestamp(LST_RECHARGED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_LASTTX,LAST_CHRG_AMT,IAS,IAS_CARD_LASTTX,LST_RECHARGED_AMT,
IAS,IAS_CARD_LASTTX,LAST_CHRG_AF_BALA,IAS,IAS_CARD_LASTTX,LST_RECHARGED_BLC,
IAS,IAS_CARD_LASTTX,CRD_PRD_TYPE_CD,IAS,IAS_CARD_LASTTX,PREPAID_TYPE,
IAS,IAS_CARD_LASTTX,CMS_ST_CD,IAS,IAS_CARD_LASTTX,BIZ_STATUS,
IAS,IAS_CARD_LASTTX,RLTG_CRD_ISU_ID,IAS,IAS_CARD_LASTTX,BATCH_ID,
IAS,IAS_CARD_LASTTX,EXN_TI,IAS,IAS_CARD_LASTTX,EXPIRE_DAY,
IAS,IAS_CARD_LASTTX,CHRG_TMCNT,IAS,IAS_CARD_LASTTX,RECHARGE_CNT,
IAS,IAS_CARD_LASTTX,PMNT_TMCNT,IAS,IAS_CARD_LASTTX,PAYMENT_CNT,
IAS,IAS_CARD_LASTTX,RFND_TMCNT,IAS,IAS_CARD_LASTTX,REFUND_CNT,
IAS,IAS_CARD_LASTTX,XNG_IPSB_CHK_DT,IAS,IAS_CARD_LASTTX,REFUNDABLE_DATE,
IAS,IAS_CARD_LASTTX,ACN_TSFR_ST_CD,IAS,IAS_CARD_LASTTX,REFUND_STATUS,
IAS,IAS_CARD_LASTTX,ASP_ID,IAS,IAS_CARD_LASTTX,ASP_ID,
IAS,IAS_CARD_LASTTX,CRD_OWR_DV_CD,IAS,IAS_CARD_LASTTX,OWNER,
IAS,IAS_CARD_LASTTX,PARN_CRD_PAR_NO,IAS,IAS_CARD_LASTTX,OWNER_PAR,
IAS,IAS_CARD_LASTTX,TOT_STLM_DC_AMT,IAS,IAS_CARD_LASTTX,PAY_DISCOUNT_AMT,
IAS,IAS_CARD_LASTTX,TOT_STLM_DC_TMCNT,IAS,IAS_CARD_LASTTX,PAY_DISCOUNT_CNT,
IAS,IAS_CARD_LASTTX,TOT_CHRG_DC_AMT,IAS,IAS_CARD_LASTTX,RCG_DISCOUNT_AMT,
IAS,IAS_CARD_LASTTX,TOT_CHRG_DC_TMCNT,IAS,IAS_CARD_LASTTX,RCG_DISCOUNT_CNT,
IAS,IAS_CARD_LASTTX,LAST_RFND_NR_NO,IAS,IAS_CARD_LASTTX,LST_REFUND_NR_NUMBER,
IAS,IAS_CARD_LASTTX,TOT_STLM_DC_AMT,IAS,IAS_CARD_LASTTX,KONA_PAY_DISCOUNT_AMT,
IAS,IAS_CARD_LASTTX,TOT_STLM_DC_TMCNT,IAS,IAS_CARD_LASTTX,KONA_PAY_DISCOUNT_CNT,
IAS,IAS_CARD_LASTTX,FST_STLM_DTL_DTTM,IAS,IAS_CARD_LASTTX,,"from_unixtime(unix_timestamp(FST_PAY_DATE, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_LASTTX,FST_STLM_NR_NO,IAS,IAS_CARD_LASTTX,FST_PAY_NRNUMBER,
IAS,IAS_CARD_LASTTX,TSFR_ST_CD,IAS,IAS_CARD_LASTTX,ACC_TRANSFER_STATUS,
IAS,IAS_CARD_LASTTX,LAST_TSFR_NR_NO,IAS,IAS_CARD_LASTTX,LST_ACC_TRANSFER_NR_NUMBER,
IAS,IAS_CARD_LASTTX,RFND_CHK_USE_BALA,IAS,IAS_CARD_LASTTX,REFUND_CHECK_BLC,
IAS,IAS_CARD_LASTTX,PNT_ACUM_AMT,IAS,IAS_CARD_LASTTX,KONA_PAY_POINT_AMT,
IAS,IAS_CARD_LASTTX,PNT_ACUM_TMCNT,IAS,IAS_CARD_LASTTX,KONA_PAY_POINT_CNT,
IAS,IAS_CARD_LASTTX,TOT_PNT_ACUM_AMT,IAS,IAS_CARD_LASTTX,PAY_POINT_AMT,
IAS,IAS_CARD_LASTTX,TOT_PNT_ACUM_TMCNT,IAS,IAS_CARD_LASTTX,PAY_POINT_CNT,
IAS,IAS_CARD_LASTTX,CPN_ISU_DTL_DTTM,IAS,IAS_CARD_LASTTX,,"from_unixtime(unix_timestamp(COUPON_ISSUED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_LASTTX,CHG_RSN_CD,IAS,IAS_CARD_LASTTX,REASON_SUB_TYPE,
IAS,IAS_CARD_LASTTX,OWNR_DC_AMT,IAS,IAS_CARD_LASTTX,OWNER_DCT_AMT,
IAS,IAS_CARD_LASTTX,OWNR_DC_AMT,IAS,IAS_CARD_LASTTX,OWNER_TR_AMT,
IAS,IAS_CARD_LASTTX,TR_LCKN_OCCR_DTL_DTTM,IAS,IAS_CARD_LASTTX,,"from_unixtime(unix_timestamp(TR_UNLOCK_DATETIME, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_LASTTX,KBN_ACN_CHRG_PRG_MD_AMT,IAS,IAS_CARD_LASTTX,DELAYED_AMT,
IAS,IAS_CARD_LASTTX,HLD_AMT,IAS,IAS_CARD_LASTTX,HOLDING_AMT,
IAS,IAS_CARD_PAN,ENC_PAN_NO,IAS,IAS_CARD_PAN,PAN,
IAS,IAS_CARD_PAN,DEL_YN,IAS,IAS_CARD_PAN,DELETED_YN,
IAS,IAS_CARD_PAN,PAR_NO,IAS,IAS_CARD_PAN,PAR,
IAS,IAS_CARD_PAN,VL_YM,IAS,IAS_CARD_PAN,EXPIRE_DATE,
IAS,IAS_CARD_PAN,DATA_CRE_DTTM,IAS,IAS_CARD_PAN,,"from_unixtime(unix_timestamp(REGISTERED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_PAN,DEL_DTL_DTTM,IAS,IAS_CARD_PAN,,"from_unixtime(unix_timestamp(DELETED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_PAN,CRD_VL_YR,IAS,IAS_CARD_PAN,EXPIRE_YEAR,
IAS,IAS_CARD_PAN,PAN_SNO,IAS,IAS_CARD_PAN,PSN,
IAS,IAS_CARD_PAN,SYS_CRE_DTTM,IAS,IAS_CARD_PAN,,"from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_CARD_PAN,SYS_UPD_DTTM,IAS,IAS_CARD_PAN,,"from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_COMPLEX_TRAN,APV_DT,IAS,IAS_COMPLEX_TRAN,APPROVAL_DATE,
IAS,IAS_COMPLEX_TRAN,NR_NO,IAS,IAS_COMPLEX_TRAN,NR_NUMBER,
IAS,IAS_COMPLEX_TRAN,PAR_NO,IAS,IAS_COMPLEX_TRAN,PAR,
IAS,IAS_COMPLEX_TRAN,CSTM_PRITY,IAS,IAS_COMPLEX_TRAN,PRIORITY,
IAS,IAS_COMPLEX_TRAN,CMPX_APVL_TYPE_CD,IAS,IAS_COMPLEX_TRAN,COMPLEX_TYPE,
IAS,IAS_COMPLEX_TRAN,CSTM_PNT_PLCY_TYPE_CD,IAS,IAS_COMPLEX_TRAN,COMPLEX_SUB_TYPE,
IAS,IAS_COMPLEX_TRAN,PNT_PLCY_ID,IAS,IAS_COMPLEX_TRAN,COMPLEX_KEY,
IAS,IAS_COMPLEX_TRAN,CSTM_TR_AMT,IAS,IAS_COMPLEX_TRAN,TR_AMT,
IAS,IAS_COMPLEX_TRAN,TR_AMT,IAS,IAS_COMPLEX_TRAN,AMT,
IAS,IAS_COMPLEX_TRAN,CNCL_PNT_TR_AMT,IAS,IAS_COMPLEX_TRAN,CANCEL_TR_AMT,
IAS,IAS_COMPLEX_TRAN,DATA_CRE_DTTM,IAS,IAS_COMPLEX_TRAN,,"from_unixtime(unix_timestamp(CREATED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_COMPLEX_TRAN,STLM_BFM_ARSL_INCL_YN,IAS,IAS_COMPLEX_TRAN,INCLUDE_PREV_CONDITION,
IAS,IAS_COMPLEX_TRAN,VAT_XCPT_AMT,IAS,IAS_COMPLEX_TRAN,EXP_AMT,
IAS,IAS_COMPLEX_TRAN,SYS_CRE_DTTM,IAS,IAS_COMPLEX_TRAN,,"from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_COMPLEX_TRAN,SYS_UPD_DTTM,IAS,IAS_COMPLEX_TRAN,,"from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,ias_contract_dct_amt,PPH_CON_ID,IAS,ias_contract_dct_amt,CONTRACT_ID,
IAS,ias_contract_dct_amt,BNF_ACUM_AMT,IAS,ias_contract_dct_amt,USED_AMT,
IAS,ias_contract_dct_amt,BNF_USE_TMCNT,IAS,ias_contract_dct_amt,USED_COUNT,
IAS,ias_contract_dct_amt,CREATED,IAS,ias_contract_dct_amt,,"from_unixtime(unix_timestamp(CREATED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,ias_contract_dct_amt,UPDATED,IAS,ias_contract_dct_amt,,"from_unixtime(unix_timestamp(UPDATED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,ias_contract_dct_amt,SYS_CRE_DTTM,IAS,ias_contract_dct_amt,,"from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,ias_contract_dct_amt,SYS_UPD_DTTM,IAS,ias_contract_dct_amt,,"from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT,PAR_NO,IAS,IAS_DISCOUNT_AMT,PAR,
IAS,IAS_DISCOUNT_AMT,DC_TYPE_CD,IAS,IAS_DISCOUNT_AMT,DISCOUNT_TYPE,
IAS,IAS_DISCOUNT_AMT,DC_BNF_SNO,IAS,IAS_DISCOUNT_AMT,DISCOUNT_SEQ,
IAS,IAS_DISCOUNT_AMT,SUB_DC_TYPE_CD,IAS,IAS_DISCOUNT_AMT,DISCOUNT_SUB_TYPE,
IAS,IAS_DISCOUNT_AMT,BNF_ACUM_AMT,IAS,IAS_DISCOUNT_AMT,USED_AMT,
IAS,IAS_DISCOUNT_AMT,BNF_USE_TMCNT,IAS,IAS_DISCOUNT_AMT,USED_COUNT,
IAS,IAS_DISCOUNT_AMT,CREATED,IAS,IAS_DISCOUNT_AMT,,"from_unixtime(unix_timestamp(CREATED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT,UPDATED,IAS,IAS_DISCOUNT_AMT,,"from_unixtime(unix_timestamp(UPDATED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT,SYS_CRE_DTTM,IAS,IAS_DISCOUNT_AMT,,"from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT,SYS_UPD_DTTM,IAS,IAS_DISCOUNT_AMT,,"from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT_D,PAR_NO,IAS,IAS_DISCOUNT_AMT_D,PAR,
IAS,IAS_DISCOUNT_AMT_D,APV_DT,IAS,IAS_DISCOUNT_AMT_D,DISCOUNT_YMD,
IAS,IAS_DISCOUNT_AMT_D,DC_TYPE_CD,IAS,IAS_DISCOUNT_AMT_D,DISCOUNT_TYPE,
IAS,IAS_DISCOUNT_AMT_D,DC_BNF_SNO,IAS,IAS_DISCOUNT_AMT_D,DISCOUNT_SEQ,
IAS,IAS_DISCOUNT_AMT_D,BNF_ACUM_AMT,IAS,IAS_DISCOUNT_AMT_D,USED_AMT,
IAS,IAS_DISCOUNT_AMT_D,BNF_USE_TMCNT,IAS,IAS_DISCOUNT_AMT_D,USED_COUNT,
IAS,IAS_DISCOUNT_AMT_D,CREATED,IAS,IAS_DISCOUNT_AMT_D,,"from_unixtime(unix_timestamp(CREATED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT_D,UPDATED,IAS,IAS_DISCOUNT_AMT_D,,"from_unixtime(unix_timestamp(UPDATED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT_D,SUB_DC_TYPE_CD,IAS,IAS_DISCOUNT_AMT_D,DISCOUNT_SUB_TYPE,
IAS,IAS_DISCOUNT_AMT_D,SYS_CRE_DTTM,IAS,IAS_DISCOUNT_AMT_D,,"from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT_D,SYS_UPD_DTTM,IAS,IAS_DISCOUNT_AMT_D,,"from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT_D,pt_apv_dt,IAS,IAS_DISCOUNT_AMT_D,,"substr(DISCOUNT_YMD, 1, 6)"
IAS,IAS_DISCOUNT_AMT_M,PAR_NO,IAS,IAS_DISCOUNT_AMT_M,PAR,
IAS,IAS_DISCOUNT_AMT_M,APV_YM,IAS,IAS_DISCOUNT_AMT_M,DISCOUNT_YM,
IAS,IAS_DISCOUNT_AMT_M,DC_TYPE_CD,IAS,IAS_DISCOUNT_AMT_M,DISCOUNT_TYPE,
IAS,IAS_DISCOUNT_AMT_M,DC_BNF_SNO,IAS,IAS_DISCOUNT_AMT_M,DISCOUNT_SEQ,
IAS,IAS_DISCOUNT_AMT_M,BNF_ACUM_AMT,IAS,IAS_DISCOUNT_AMT_M,USED_AMT,
IAS,IAS_DISCOUNT_AMT_M,BNF_USE_TMCNT,IAS,IAS_DISCOUNT_AMT_M,USED_COUNT,
IAS,IAS_DISCOUNT_AMT_M,DATA_CRE_DTTM,IAS,IAS_DISCOUNT_AMT_M,,"from_unixtime(unix_timestamp(CREATED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT_M,DATA_UPD_DTTM,IAS,IAS_DISCOUNT_AMT_M,,"from_unixtime(unix_timestamp(UPDATED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT_M,SUB_DC_TYPE_CD,IAS,IAS_DISCOUNT_AMT_M,DISCOUNT_SUB_TYPE,
IAS,IAS_DISCOUNT_AMT_M,SYS_CRE_DTTM,IAS,IAS_DISCOUNT_AMT_M,,"from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT_M,SYS_UPD_DTTM,IAS,IAS_DISCOUNT_AMT_M,,"from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
IAS,IAS_DISCOUNT_AMT_M,pt_apv_ym,IAS,IAS_DISCOUNT_AMT_M,DISCOUNT_YM,
IAS,ias_info,CM_CD_GRP_ID,IAS,ias_info,KEY1,
IAS,ias_info,IAS_CM_CD,IAS,ias_info,KEY2,
IAS,ias_info,CM_CD_BSC_VAL,IAS,ias_info,KEY3,
IAS,ias_info,CM_CD_CN,IAS,ias_info,VALUE1,
IAS,ias_info,CM_CD_OT_VAL1,IAS,ias_info,VALUE2,
IAS,ias_info,CM_CD_OT_VAL2,IAS,ias_info,VALUE3,
IAS,ias_info,CREATED,IAS,ias_info,,"from_unixtime(unix_timestamp(CREATED, 'yyyy/MM/dd HH:mm:ss'))"
IAS,ias_info,UPDATED,IAS,ias_info,,"from_unixtime(unix_timestamp(UPDATED, 'yyyy/MM/dd HH:mm:ss'))"
